route,title,title_len,desc_len,h1_count,h1,h2_count,words,faq_count,schema_types,has_article_dates,has_author,has_sources,first_para_len,definition_lede,internal_links_out,inbound_links,images_missing_alt,canonical_ok,seo_score,aeo_score,geo_score,flags
/alternatives,Camzify as an Alternative | Switching Guides | Camzify,54,147,1,Camzify as an alternative,5,338,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,47,False,105,214,0,True,88,80,100,thin:338w lede-not-definition
/alternatives/adt,ADT Alternative for Business Video | Camzify,44,146,1,An ADT alternative for business video surveillance,11,2543,6,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,True,68,True,105,3,0,True,100,100,100,
/alternatives/verkada,Verkada Alternative That Keeps Your Cameras | Camzify,53,145,1,A Verkada alternative that keeps your cameras,11,2168,6,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,True,67,True,107,3,0,True,100,100,100,
/blog,"Blog | Video Security, Patrolling and AI Detection | Camzify",60,117,1,Blog,2,55,0,BreadcrumbList LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,14,False,103,214,0,True,100,80,100,
/book-a-demo,Book a Demo | See Camzify Virtual Patrolling Live | Camzify,59,129,1,Book a demo,1,213,0,BreadcrumbList LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,30,False,103,214,0,True,100,80,100,
/camera-connectivity,Camera Connectivity | Connect Any Camera | Camzify,50,135,1,Camera connectivity,6,362,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,43,False,108,214,0,True,88,80,100,thin:362w lede-not-definition
/camera-connectivity/hls-setup,HLS Camera Setup | Connect HLS Stream to Camzify | Camzify,58,92,1,HLS camera setup,7,353,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,28,False,105,3,0,True,88,80,100,thin:353w lede-not-definition
/camera-connectivity/https-setup,HTTPS Camera Setup | HLS and WebRTC Streams | Camzify,53,153,1,HTTPS camera setup,5,651,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,49,True,109,6,0,True,100,100,100,
/camera-connectivity/rtmp-setup,RTMP Camera Setup | Stream to Camzify via RTMP | Camzify,56,123,1,RTMP camera setup,7,325,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,14,False,103,5,0,True,88,60,100,thin:325w lede-not-definition
/camera-connectivity/rtsp-setup,RTSP Camera Setup | Connect RTSP Camera to Cloud | Camzify,58,152,1,RTSP camera setup,9,611,3,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,37,False,104,13,0,True,100,80,100,lede-not-definition
/camera-connectivity/webrtc-setup,WebRTC Camera Setup | Low-Latency Streaming | Camzify,53,116,1,WebRTC camera setup,7,302,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,29,False,105,3,0,True,88,80,100,thin:302w lede-not-definition
/camzify-connector,Camzify Connector | RTSP Relay Software | Camzify,49,148,1,Camzify Connector,6,533,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,59,True,105,20,0,True,88,100,100,thin:533w
/cloud-video-surveillance,"Cloud Video Surveillance | Cloud CCTV, No NVR | Camzify",55,144,1,Cloud video surveillance for the cameras you already own,9,1585,9,BreadcrumbList FAQPage LocalBusiness Organization Service SoftwareApplication WebPage WebSite,False,False,False,68,True,121,214,0,True,100,100,100,
/compare,Comparisons | Camzify vs Alternatives | Camzify,47,118,1,Comparisons,17,288,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,15,False,116,214,0,True,88,60,80,thin:288w lede-not-definition
/compare/ai-video-analytics-vs-motion-detection,AI Video Analytics vs Motion Detection | Compared | Camzify,59,149,1,AI video analytics vs motion detection,10,1663,7,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,66,True,105,4,0,True,100,100,100,
/compare/camzify-vs-avigilon-alta,Camzify vs Avigilon Alta | Cloud Video Compared | Camzify,57,144,1,Camzify vs Avigilon Alta,9,1862,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,True,83,True,103,3,0,True,100,100,100,
/compare/camzify-vs-coram-ai,Camzify vs Coram AI | Cloud Rounds vs Appliance | Camzify,57,146,1,Camzify vs Coram AI,7,1607,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,True,93,True,104,3,0,True,100,80,100,
/compare/camzify-vs-eagle-eye-networks,Camzify vs Eagle Eye Networks | An Alternative? | Camzify,57,147,1,Camzify vs Eagle Eye Networks,8,2067,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,True,91,True,104,3,0,True,100,80,100,
/compare/camzify-vs-rhombus,Camzify vs Rhombus | Keep Your Cameras or Replace | Camzify,59,137,1,Camzify vs Rhombus,8,1790,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,True,90,True,104,3,0,True,100,100,100,
/compare/camzify-vs-solink,"Camzify vs Solink | Cloud Video, Two Approaches | Camzify",57,146,1,Camzify vs Solink,10,1837,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,True,90,True,103,3,0,True,100,100,100,
/compare/camzify-vs-spot-ai,Camzify vs Spot AI | AI Guard vs Patrol Rounds | Camzify,56,146,1,Camzify vs Spot AI,9,1807,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,True,99,False,103,3,0,True,100,60,100,lede-not-definition
/compare/camzify-vs-traditional-vms,Camzify vs Traditional VMS | Cloud vs Recorder | Camzify,56,142,1,Camzify vs traditional VMS,11,1662,7,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,92,True,105,5,0,True,100,80,100,
/compare/camzify-vs-verkada,Camzify vs Verkada | Keep Your Cameras or Replace | Camzify,59,147,1,Camzify vs Verkada,8,1397,5,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,True,66,True,105,5,0,True,100,100,100,
/compare/cloud-vms-vs-on-premise,Cloud VMS vs On-Premise VMS | Camzify,37,141,1,Cloud VMS vs on-premise VMS,10,1698,7,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,85,True,106,18,0,True,100,100,100,
/compare/virtual-patrolling-vs-guard-tour-systems,Virtual Patrolling vs Guard Tour Systems | Camzify,50,150,1,Virtual patrolling vs guard tour systems,10,1678,7,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,84,True,103,5,0,True,100,100,100,
/compare/virtual-patrolling-vs-mobile-patrols,Virtual Patrolling vs Mobile Patrols | Camzify,46,158,1,Virtual patrolling vs mobile patrols,6,1102,6,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,69,False,104,4,0,True,100,80,100,lede-not-definition
/contact,"Contact Camzify | Quotes, Demos and Support | Camzify",53,107,1,Contact Us,2,105,0,BreadcrumbList LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,25,False,103,11,0,True,100,80,100,
/cookie-policy,Cookie Policy | Camzify,23,152,1,Cookie policy,5,469,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,48,False,103,214,0,True,88,80,100,thin:469w lede-not-definition
/faqs,FAQs | Frequently Asked Questions | Camzify,43,117,1,Frequently asked questions,2,468,9,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,19,False,103,214,0,True,75,40,100,thin:468w lede-not-definition
/free-trial,Free Trial | Try Camzify Virtual Patrolling | Camzify,53,108,1,Start your free trial,1,109,0,BreadcrumbList LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,23,False,103,1,0,True,88,80,100,inbound:1
/glossary,Security Video Glossary | Terms Defined | Camzify,49,145,1,"Security video terms, defined",33,1229,3,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,32,False,133,214,0,True,100,80,100,lede-not-definition
/glossary/camera-tampering,"Camera Tampering, Defined | Video Glossary | Camzify",52,147,1,Camera tampering,5,306,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,55,True,110,6,0,True,100,100,100,
/glossary/central-monitoring-station,"Central Monitoring Station, Defined | Glossary | Camzify",56,133,1,Central monitoring station,5,320,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,49,False,110,8,0,True,100,80,100,lede-not-definition
/glossary/cloud-video-backup,What Is Cloud Video Backup? | Video Glossary | Camzify,54,149,1,Cloud video backup,5,313,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,54,True,111,5,0,True,100,100,100,
/glossary/cloud-video-surveillance,"Cloud Video Surveillance, Defined | Glossary | Camzify",54,145,1,Cloud video surveillance,5,358,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,48,True,111,7,0,True,100,100,100,
/glossary/cloud-vms,What Is a Cloud VMS? | Cloud Video Management | Camzify,55,137,1,Cloud VMS,5,332,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,52,True,111,11,0,True,100,100,100,
/glossary/false-alarm,What Is a False Alarm? | Glossary | Camzify,43,150,1,False alarm,5,342,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,59,True,111,9,0,True,100,100,100,
/glossary/guard-tour-system,What Is a Guard Tour System? | Glossary | Camzify,49,138,1,Guard tour system,5,317,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,51,True,111,5,0,True,100,100,100,
/glossary/intrusion-detection,What Is Intrusion Detection? | Video Glossary | Camzify,55,142,1,Intrusion detection,5,326,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,54,False,109,8,0,True,100,80,100,lede-not-definition
/glossary/ip-camera,What Is an IP Camera? | Video Glossary | Camzify,48,148,1,IP camera,5,292,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,56,True,111,12,0,True,100,100,80,
/glossary/line-crossing-detection,Line Crossing Detection (Tripwire) | Glossary | Camzify,55,149,1,Line crossing detection,5,297,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,53,True,109,7,0,True,100,100,80,
/glossary/loitering-detection,"Loitering Detection, Defined | Glossary | Camzify",49,150,1,Loitering detection,5,285,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,44,True,110,7,0,True,100,100,80,
/glossary/motion-detection,"Motion Detection, Defined | Video Glossary | Camzify",52,150,1,Motion detection,5,274,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,50,True,111,8,0,True,100,100,80,
/glossary/multi-object-tracking,"Multi-Object Tracking, Defined | Video Glossary | Camzify",57,148,1,Multi-object tracking,5,290,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,57,True,109,7,0,True,100,100,80,
/glossary/network-video-recorder,What Is an NVR? | Network Video Recorder | Camzify,50,149,1,Network video recorder(NVR),5,419,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,56,False,112,10,0,True,100,80,100,lede-not-definition
/glossary/onvif,What Is ONVIF? | Camera Standard Glossary | Camzify,51,148,1,ONVIF,5,277,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,50,True,110,9,0,True,100,100,80,
/glossary/perimeter-security,"Perimeter Security, Defined | Video Glossary | Camzify",54,146,1,Perimeter security,5,308,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,58,True,109,7,0,True,100,100,100,
/glossary/power-over-ethernet,What Is PoE? | Power over Ethernet Glossary | Camzify,53,139,1,Power over Ethernet(PoE),5,295,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,50,False,110,5,0,True,100,80,80,lede-not-definition
/glossary/ptz-camera,What Is a PTZ Camera? | Video Glossary | Camzify,48,138,1,PTZ camera(PTZ),5,312,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,55,True,110,4,0,True,100,100,100,
/glossary/remote-guarding,"Remote Guarding, Defined | Glossary | Camzify",45,148,1,Remote guarding,5,311,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,55,True,110,4,0,True,100,100,100,
/glossary/remote-video-monitoring,"Remote Video Monitoring, Defined | Glossary | Camzify",53,136,1,Remote video monitoring(RVM),5,364,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,52,True,109,5,0,True,100,100,100,
/glossary/rtsp,What Is RTSP? | Camera Streaming Glossary | Camzify,51,148,1,RTSP,5,291,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,49,False,112,11,0,True,100,80,80,lede-not-definition
/glossary/security-operations-center,What Is a Security Operations Center? | SOC | Camzify,53,141,1,Security operations center(SOC),5,319,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,52,False,109,5,0,True,100,80,100,lede-not-definition
/glossary/tailgating,What Is Tailgating? | Access Security Glossary | Camzify,56,139,1,Tailgating,5,293,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,49,False,111,5,0,True,100,80,80,lede-not-definition
/glossary/video-management-system,What Is a VMS? | Video Management System | Camzify,50,147,1,Video management system(VMS),5,333,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,51,False,112,12,0,True,100,80,100,lede-not-definition
/glossary/video-retention,What Is Video Retention? | Video Glossary | Camzify,51,142,1,Video retention,5,340,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,60,True,111,4,0,True,100,100,100,
/glossary/video-surveillance-as-a-service,What Is VSaaS? | Video Surveillance as a Service | Camzify,58,141,1,Video surveillance as a service(VSaaS),5,384,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,53,False,110,7,0,True,100,80,100,lede-not-definition
/glossary/video-verification,What Is Video Verification? | Glossary | Camzify,48,149,1,Video verification,5,305,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,48,True,110,6,0,True,100,100,100,
/glossary/virtual-guard,What Is a Virtual Guard? | Glossary | Camzify,45,142,1,Virtual guard,5,322,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,49,True,109,5,0,True,100,100,100,
/glossary/virtual-patrolling,What Is Virtual Patrolling? | Glossary | Camzify,48,147,1,Virtual patrolling,5,351,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,51,True,110,6,0,True,100,100,100,
/glossary/zone-intrusion-detection,"Zone Intrusion Detection, Defined | Glossary | Camzify",54,132,1,Zone intrusion detection,5,303,2,BreadcrumbList DefinedTerm FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,51,True,110,7,0,True,100,100,100,
/guides,Guides | Security & Video Analytics Resources | Camzify,55,115,1,Guides,36,513,4,BreadcrumbList FAQPage LocalBusiness Organization SoftwareApplication WebPage WebSite,False,False,False,29,False,137,214,0,True,88,80,100,thin:513w lede-not-definition
/guides/adding-remote-patrols-to-alarm-monitoring,Adding Remote Patrols to Alarm Monitoring | Camzify,51,157,1,Adding remote patrols to alarm monitoring,11,1029,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,83,False,109,3,0,True,100,80,100,lede-not-definition
/guides/ai-video-analytics-cost,AI Video Analytics Cost | Pricing Guide | Camzify,49,149,1,AI video analytics cost,10,2008,7,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,72,True,110,6,0,True,100,100,100,
/guides/best-cloud-vms,Best Cloud VMS | 8 Platforms Compared | Camzify,47,149,1,"The best cloud VMS platforms, compared on what their own pages say",16,3733,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,True,70,False,116,4,0,True,100,80,100,lede-not-definition
/guides/cloud-vms-bandwidth-requirements,Cloud VMS Bandwidth | What Cameras Need | Camzify,49,150,1,Cloud VMS bandwidth requirements: what your cameras will send,10,1998,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,102,True,112,13,0,True,100,80,100,
/guides/cloud-vms-cost,Cloud VMS Cost | What Drives the Price | Camzify,48,149,1,Cloud VMS cost: what actually drives the price,10,2340,7,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,96,True,109,9,0,True,100,80,100,
/guides/cloud-vms-for-multiple-sites,Cloud VMS for Multiple Sites | One Console | Camzify,52,144,1,Cloud VMS for multiple sites: every location on one console,13,1994,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,66,False,109,4,0,True,100,80,100,lede-not-definition
/guides/cloud-vms-for-security-agencies,Cloud VMS for Security Agencies | Guide | Camzify,49,147,1,Cloud VMS for security agencies: a service on the cameras your clients already own,11,2190,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,105,False,108,3,0,True,100,60,100,lede-not-definition
/guides/construction-site-security-checklist,Construction Site Security Checklist | Daily | Camzify,54,148,1,Construction site security checklist: what to check every day,12,1991,6,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,62,True,108,3,0,True,100,100,100,
/guides/guard-tour-systems-explained,Guard Tour Systems Explained | Camzify,38,139,1,Guard tour systems explained,10,1965,7,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,62,True,108,5,0,True,100,100,100,
/guides/how-to-choose-video-analytics-software,How to Choose Video Analytics Software | Guide | Camzify,56,147,1,How to choose video analytics software,15,1978,7,Article BreadcrumbList FAQPage LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,81,True,112,7,0,True,100,100,100,
/guides/how-to-configure-cloud-video-backup,How to Configure Cloud Video Backup | Camzify,45,142,1,How to configure cloud video backup,8,751,4,Article BreadcrumbList FAQPage HowTo LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,48,True,106,6,0,True,100,100,100,
/guides/how-to-manage-security-alerts,How to Manage Security Camera Alerts | Camzify,46,144,1,How to manage security camera alerts,8,707,4,Article BreadcrumbList FAQPage HowTo LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,46,False,106,5,0,True,100,80,100,lede-not-definition
/guides/how-to-manage-sub-users-and-quotas,How to Manage Sub-Users and Quotas | Camzify,44,142,1,How to manage sub-users and quotas,8,705,4,Article BreadcrumbList FAQPage HowTo LocalBusiness Organization Person SoftwareApplication WebPage WebSite,True,True,False,46,False,106,5,0,True,100,80,100,lede-not-definition
